,,0
new_tests_smoothed_per_thousand,total_deaths,-0.024478351326735884
total_deaths,new_tests_smoothed_per_thousand,-0.024478351326735884
new_vaccinations_smoothed,weekly_hosp_admissions_per_million,-0.024353673637626614
weekly_hosp_admissions_per_million,new_vaccinations_smoothed,-0.024353673637626614
total_cases_per_million,tests_per_case,-0.024251973929155277
tests_per_case,total_cases_per_million,-0.024251973929155277
total_tests_per_thousand,new_people_vaccinated_smoothed,-0.023875885323970135
new_people_vaccinated_smoothed,total_tests_per_thousand,-0.023875885323970135
total_cases,gdp_per_capita,-0.023520460899163924
gdp_per_capita,total_cases,-0.023520460899163924
new_deaths,people_vaccinated_per_hundred,-0.023487508244836353
people_vaccinated_per_hundred,new_deaths,-0.023487508244836353
hosp_patients,new_vaccinations,-0.023408735741179052
new_vaccinations,hosp_patients,-0.023408735741179052
new_tests,handwashing_facilities,-0.023284197353895964
handwashing_facilities,new_tests,-0.023284197353895964
weekly_hosp_admissions_per_million,new_people_vaccinated_smoothed,-0.022899828875184828
new_people_vaccinated_smoothed,weekly_hosp_admissions_per_million,-0.022899828875184828
new_deaths,aged_65_older,-0.022885964489919516
aged_65_older,new_deaths,-0.022885964489919516
new_vaccinations_smoothed_per_million,positive_rate,-0.02281963606556241
positive_rate,new_vaccinations_smoothed_per_million,-0.02281963606556241
new_deaths,excess_mortality_cumulative_per_million,-0.02272696841318738
excess_mortality_cumulative_per_million,new_deaths,-0.02272696841318738
excess_mortality_cumulative_absolute,new_vaccinations,-0.0226223334469998
new_vaccinations,excess_mortality_cumulative_absolute,-0.0226223334469998
new_deaths_smoothed,gdp_per_capita,-0.0225052889432972
gdp_per_capita,new_deaths_smoothed,-0.0225052889432972
aged_70_older,new_cases_smoothed,-0.021812009894026325
new_cases_smoothed,aged_70_older,-0.021812009894026325
new_deaths,stringency_index,-0.02134443563615092
stringency_index,new_deaths,-0.02134443563615092
diabetes_prevalence,weekly_icu_admissions_per_million,-0.021185769786836797
weekly_icu_admissions_per_million,diabetes_prevalence,-0.021185769786836797
total_boosters,reproduction_rate,-0.02100468594746152
reproduction_rate,total_boosters,-0.02100468594746152
reproduction_rate,new_deaths,-0.02096635631836361
new_deaths,reproduction_rate,-0.02096635631836361
weekly_icu_admissions_per_million,total_deaths,-0.020901656092533766
total_deaths,weekly_icu_admissions_per_million,-0.020901656092533766
new_cases,median_age,-0.020705081556159344
median_age,new_cases,-0.020705081556159344
new_deaths,positive_rate,-0.02065604437636087
positive_rate,new_deaths,-0.02065604437636087
new_vaccinations,extreme_poverty,-0.020468117947279645
extreme_poverty,new_vaccinations,-0.020468117947279645
total_cases_per_million,new_deaths,-0.02039112350840146
new_deaths,total_cases_per_million,-0.02039112350840146
total_cases,new_vaccinations_smoothed_per_million,-0.02031594739248467
new_vaccinations_smoothed_per_million,total_cases,-0.02031594739248467
weekly_hosp_admissions_per_million,population_density,-0.020283518246277964
population_density,weekly_hosp_admissions_per_million,-0.020283518246277964
total_tests_per_thousand,new_vaccinations,-0.020257622504525747
new_vaccinations,total_tests_per_thousand,-0.020257622504525747
excess_mortality,new_people_vaccinated_smoothed,-0.020197922363170934
new_people_vaccinated_smoothed,excess_mortality,-0.020197922363170934
new_people_vaccinated_smoothed,new_tests_per_thousand,-0.020011410171586863
new_tests_per_thousand,new_people_vaccinated_smoothed,-0.020011410171586863
weekly_icu_admissions,new_vaccinations,-0.019988948846622896
new_vaccinations,weekly_icu_admissions,-0.019988948846622896
tests_per_case,total_vaccinations_per_hundred,-0.019983020471889486
total_vaccinations_per_hundred,tests_per_case,-0.019983020471889486
icu_patients_per_million,new_vaccinations_smoothed,-0.019706358968842357
new_vaccinations_smoothed,icu_patients_per_million,-0.019706358968842357
female_smokers,new_deaths,-0.019706227275889755
new_deaths,female_smokers,-0.019706227275889755
extreme_poverty,new_deaths,-0.019509245124578672
new_deaths,extreme_poverty,-0.019509245124578672
new_deaths,aged_70_older,-0.019315745924771744
aged_70_older,new_deaths,-0.019315745924771744
new_people_vaccinated_smoothed,total_boosters,-0.019250600531715525
total_boosters,new_people_vaccinated_smoothed,-0.019250600531715525
male_smokers,new_cases,-0.019092207911709607
new_cases,male_smokers,-0.019092207911709607
tests_per_case,positive_rate,-0.019063043086299393
positive_rate,tests_per_case,-0.019063043086299393
handwashing_facilities,tests_per_case,-0.018985122975978597
tests_per_case,handwashing_facilities,-0.018985122975978597
new_tests_smoothed,excess_mortality_cumulative,-0.01885940334302293
excess_mortality_cumulative,new_tests_smoothed,-0.01885940334302293
tests_per_case,excess_mortality_cumulative,-0.018579019762486063
excess_mortality_cumulative,tests_per_case,-0.018579019762486063
stringency_index,new_cases,-0.01848875069399276
new_cases,stringency_index,-0.01848875069399276
total_boosters_per_hundred,icu_patients,-0.018471649922643923
icu_patients,total_boosters_per_hundred,-0.018471649922643923
tests_per_case,excess_mortality_cumulative_per_million,-0.01846189458247133
excess_mortality_cumulative_per_million,tests_per_case,-0.01846189458247133
excess_mortality_cumulative,new_deaths,-0.01838858335363171
new_deaths,excess_mortality_cumulative,-0.01838858335363171
new_cases_per_million,people_vaccinated,-0.018160545458799
people_vaccinated,new_cases_per_million,-0.018160545458799
new_tests_smoothed,excess_mortality_cumulative_per_million,-0.017901325691535023
excess_mortality_cumulative_per_million,new_tests_smoothed,-0.017901325691535023
new_cases_per_million,total_vaccinations,-0.01758074826319365
total_vaccinations,new_cases_per_million,-0.01758074826319365
people_fully_vaccinated,new_cases_per_million,-0.017550030713645717
new_cases_per_million,people_fully_vaccinated,-0.017550030713645717
new_cases_per_million,total_boosters,-0.01749713090009821
total_boosters,new_cases_per_million,-0.01749713090009821
people_fully_vaccinated,new_deaths_smoothed,-0.017398608324475855
new_deaths_smoothed,people_fully_vaccinated,-0.017398608324475855
hospital_beds_per_thousand,new_cases,-0.017174005209477306
new_cases,hospital_beds_per_thousand,-0.017174005209477306
new_vaccinations,total_vaccinations_per_hundred,-0.01701912067930106
total_vaccinations_per_hundred,new_vaccinations,-0.01701912067930106
icu_patients_per_million,diabetes_prevalence,-0.016990630288984034
diabetes_prevalence,icu_patients_per_million,-0.016990630288984034
weekly_hosp_admissions,new_vaccinations,-0.016891480413768718
new_vaccinations,weekly_hosp_admissions,-0.016891480413768718
icu_patients_per_million,new_people_vaccinated_smoothed,-0.016887211521197532
new_people_vaccinated_smoothed,icu_patients_per_million,-0.016887211521197532
hosp_patients,population_density,-0.016790295467100567
population_density,hosp_patients,-0.016790295467100567
total_cases,weekly_icu_admissions_per_million,-0.01670226317356356
weekly_icu_admissions_per_million,total_cases,-0.01670226317356356
new_tests_smoothed_per_thousand,new_people_vaccinated_smoothed,-0.01655023437192653
new_people_vaccinated_smoothed,new_tests_smoothed_per_thousand,-0.01655023437192653
new_deaths,total_boosters,-0.01648825341734639
total_boosters,new_deaths,-0.01648825341734639
new_vaccinations_smoothed,weekly_icu_admissions_per_million,-0.016300513455559208
weekly_icu_admissions_per_million,new_vaccinations_smoothed,-0.016300513455559208
new_tests_per_thousand,new_vaccinations_smoothed,-0.016257253309385045
new_vaccinations_smoothed,new_tests_per_thousand,-0.016257253309385045
positive_rate,total_tests,-0.016254461585274566
total_tests,positive_rate,-0.016254461585274566
cardiovasc_death_rate,excess_mortality,-0.015987751402403744
excess_mortality,cardiovasc_death_rate,-0.015987751402403744
reproduction_rate,total_vaccinations,-0.015908405141231718
total_vaccinations,reproduction_rate,-0.015908405141231718
population_density,new_people_vaccinated_smoothed,-0.015891722100953767
new_people_vaccinated_smoothed,population_density,-0.015891722100953767
positive_rate,new_cases_smoothed,-0.015717256204921533
new_cases_smoothed,positive_rate,-0.015717256204921533
weekly_icu_admissions_per_million,new_people_vaccinated_smoothed,-0.015463613903616471
new_people_vaccinated_smoothed,weekly_icu_admissions_per_million,-0.015463613903616471
reproduction_rate,people_vaccinated,-0.015346611281117655
people_vaccinated,reproduction_rate,-0.015346611281117655
new_people_vaccinated_smoothed_per_hundred,handwashing_facilities,-0.015214318068734493
handwashing_facilities,new_people_vaccinated_smoothed_per_hundred,-0.015214318068734493
people_fully_vaccinated,reproduction_rate,-0.01506371917290302
reproduction_rate,people_fully_vaccinated,-0.01506371917290302
tests_per_case,female_smokers,-0.015042101863584791
female_smokers,tests_per_case,-0.015042101863584791
new_people_vaccinated_smoothed,excess_mortality_cumulative_absolute,-0.014896855809920602
excess_mortality_cumulative_absolute,new_people_vaccinated_smoothed,-0.014896855809920602
total_tests,excess_mortality,-0.014751604975843867
excess_mortality,total_tests,-0.014751604975843867
new_deaths_smoothed,total_vaccinations,-0.014737966603050882
total_vaccinations,new_deaths_smoothed,-0.014737966603050882
new_deaths_per_million,cardiovasc_death_rate,-0.014727406504009534
cardiovasc_death_rate,new_deaths_per_million,-0.014727406504009534
new_vaccinations,icu_patients,-0.01465734571639049
icu_patients,new_vaccinations,-0.01465734571639049
new_cases,excess_mortality_cumulative,-0.014205670660531723
excess_mortality_cumulative,new_cases,-0.014205670660531723
total_tests,excess_mortality_cumulative,-0.014178643481383934
excess_mortality_cumulative,total_tests,-0.014178643481383934
new_tests_per_thousand,new_cases_smoothed,-0.014126737730251129
new_cases_smoothed,new_tests_per_thousand,-0.014126737730251129
weekly_icu_admissions_per_million,total_boosters_per_hundred,-0.014119243527148722
total_boosters_per_hundred,weekly_icu_admissions_per_million,-0.014119243527148722
new_cases,excess_mortality_cumulative_per_million,-0.014025548801400957
excess_mortality_cumulative_per_million,new_cases,-0.014025548801400957
extreme_poverty,new_cases,-0.013816402871698424
new_cases,extreme_poverty,-0.013816402871698424
icu_patients,population_density,-0.013672260780375669
population_density,icu_patients,-0.013672260780375669
handwashing_facilities,new_deaths,-0.01366305372433371
new_deaths,handwashing_facilities,-0.01366305372433371
population_density,weekly_icu_admissions_per_million,-0.013662408419584337
weekly_icu_admissions_per_million,population_density,-0.013662408419584337
new_cases,female_smokers,-0.013650805127546958
female_smokers,new_cases,-0.013650805127546958
population_density,new_tests,-0.013612644703194043
new_tests,population_density,-0.013612644703194043
excess_mortality_cumulative_absolute,new_vaccinations_smoothed,-0.013548971019462529
new_vaccinations_smoothed,excess_mortality_cumulative_absolute,-0.013548971019462529
new_vaccinations_smoothed,population_density,-0.01351855729276395
population_density,new_vaccinations_smoothed,-0.01351855729276395
weekly_hosp_admissions,population_density,-0.013208003594179505
population_density,weekly_hosp_admissions,-0.013208003594179505
new_vaccinations_smoothed,extreme_poverty,-0.01311129003728727
extreme_poverty,new_vaccinations_smoothed,-0.01311129003728727
total_tests,new_deaths_smoothed_per_million,-0.01309434493012585
new_people_vaccinated_smoothed_per_hundred,total_deaths,-0.013002702735388613
total_deaths,new_people_vaccinated_smoothed_per_hundred,-0.013002702735388613
excess_mortality_cumulative_per_million,new_vaccinations_smoothed_per_million,-0.012972457880685283
new_vaccinations_smoothed_per_million,excess_mortality_cumulative_per_million,-0.012972457880685283
tests_per_case,total_boosters,-0.012957847550721753
total_boosters,tests_per_case,-0.012957847550721753
new_vaccinations_smoothed,total_tests_per_thousand,-0.012926114450862109
total_tests_per_thousand,new_vaccinations_smoothed,-0.012926114450862109
new_cases,aged_65_older,-0.012476003921405236
aged_65_older,new_cases,-0.012476003921405236
new_cases,reproduction_rate,-0.012379125800834152
reproduction_rate,new_cases,-0.012379125800834152
tests_per_case,extreme_poverty,-0.011997698286347825
extreme_poverty,tests_per_case,-0.011997698286347825
total_tests_per_thousand,new_deaths,-0.0117883699182782
new_deaths,total_tests_per_thousand,-0.0117883699182782
icu_patients_per_million,total_cases,-0.011766618554282238
total_cases,icu_patients_per_million,-0.011766618554282238
new_cases,handwashing_facilities,-0.011578923916059494
handwashing_facilities,new_cases,-0.011578923916059494
new_tests_smoothed,excess_mortality,-0.01151816923322399
excess_mortality,new_tests_smoothed,-0.01151816923322399
total_deaths_per_million,population_density,-0.011447108495162497
population_density,total_deaths_per_million,-0.011447108495162497
new_deaths_per_million,handwashing_facilities,-0.011313944855467346
handwashing_facilities,new_deaths_per_million,-0.011313944855467346
total_boosters,aged_70_older,-0.011069468420898022
aged_70_older,total_boosters,-0.011069468420898022
weekly_icu_admissions,diabetes_prevalence,-0.010754154696520885
diabetes_prevalence,weekly_icu_admissions,-0.010754154696520885
excess_mortality,tests_per_case,-0.010601036878902665
tests_per_case,excess_mortality,-0.010601036878902665
tests_per_case,new_deaths_smoothed_per_million,-0.010600317967704416
new_cases_smoothed,gdp_per_capita,-0.010573634602351356
gdp_per_capita,new_cases_smoothed,-0.010573634602351356
human_development_index,new_cases_smoothed_per_million,-0.010122597794149224
new_cases_smoothed_per_million,human_development_index,-0.010122597794149224
new_tests_per_thousand,new_deaths,-0.010029582947531531
new_deaths,new_tests_per_thousand,-0.010029582947531531
people_fully_vaccinated_per_hundred,new_vaccinations,-0.009996266809398312
new_vaccinations,people_fully_vaccinated_per_hundred,-0.009996266809398312
new_tests_smoothed_per_thousand,new_vaccinations_smoothed,-0.009923090654128443
new_vaccinations_smoothed,new_tests_smoothed_per_thousand,-0.009923090654128443
diabetes_prevalence,new_cases_smoothed_per_million,-0.009751103944899447
new_cases_smoothed_per_million,diabetes_prevalence,-0.009751103944899447
population_density,weekly_icu_admissions,-0.009728363572766631
weekly_icu_admissions,population_density,-0.009728363572766631
new_deaths_smoothed,new_tests_smoothed_per_thousand,-0.009562385540772152
new_tests_smoothed_per_thousand,new_deaths_smoothed,-0.009562385540772152
total_cases,new_deaths_smoothed_per_million,-0.009208369220528256
total_cases,new_tests_smoothed_per_thousand,-0.00904338869380409
new_tests_smoothed_per_thousand,total_cases,-0.00904338869380409
new_people_vaccinated_smoothed,extreme_poverty,-0.008976204198134182
extreme_poverty,new_people_vaccinated_smoothed,-0.008976204198134182
icu_patients,total_vaccinations_per_hundred,-0.008847738372655727
total_vaccinations_per_hundred,icu_patients,-0.008847738372655727
weekly_icu_admissions,new_people_vaccinated_smoothed,-0.008685419587130181
new_people_vaccinated_smoothed,weekly_icu_admissions,-0.008685419587130181
new_vaccinations,life_expectancy,-0.008651118512091346
life_expectancy,new_vaccinations,-0.008651118512091346
weekly_icu_admissions_per_million,new_deaths_smoothed,-0.00863139359571112
new_deaths_smoothed,weekly_icu_admissions_per_million,-0.00863139359571112
handwashing_facilities,total_vaccinations_per_hundred,-0.008474497544325811
total_vaccinations_per_hundred,handwashing_facilities,-0.008474497544325811
new_deaths,gdp_per_capita,-0.008379869965298237
gdp_per_capita,new_deaths,-0.008379869965298237
tests_per_case,hosp_patients_per_million,-0.00828506896643696
hosp_patients_per_million,tests_per_case,-0.00828506896643696
new_cases,aged_70_older,-0.008194106515626196
aged_70_older,new_cases,-0.008194106515626196
icu_patients,people_fully_vaccinated_per_hundred,-0.008066248087157862
people_fully_vaccinated_per_hundred,icu_patients,-0.008066248087157862
tests_per_case,weekly_hosp_admissions_per_million,-0.00801255167750669
weekly_hosp_admissions_per_million,tests_per_case,-0.00801255167750669
tests_per_case,excess_mortality_cumulative_absolute,-0.007882911582865946
excess_mortality_cumulative_absolute,tests_per_case,-0.007882911582865946
tests_per_case,new_cases_smoothed_per_million,-0.007830613844593598
new_cases_smoothed_per_million,tests_per_case,-0.007830613844593598
total_tests,population_density,-0.0077928264445251555
population_density,total_tests,-0.0077928264445251555
new_deaths_smoothed,people_vaccinated,-0.0072348919938038615
people_vaccinated,new_deaths_smoothed,-0.0072348919938038615
people_fully_vaccinated,new_deaths,-0.007193976690287391
new_deaths,people_fully_vaccinated,-0.007193976690287391
new_tests_smoothed,population_density,-0.007177688664327864
population_density,new_tests_smoothed,-0.007177688664327864
new_vaccinations_smoothed,weekly_icu_admissions,-0.007169927404496073
weekly_icu_admissions,new_vaccinations_smoothed,-0.007169927404496073
total_tests,total_deaths_per_million,-0.007040495656674237
total_deaths_per_million,total_tests,-0.007040495656674237
tests_per_case,icu_patients_per_million,-0.007030098803224578
icu_patients_per_million,tests_per_case,-0.007030098803224578
total_vaccinations,tests_per_case,-0.006622036920847027
tests_per_case,total_vaccinations,-0.006622036920847027
male_smokers,new_people_vaccinated_smoothed,-0.006607954531078636
new_people_vaccinated_smoothed,male_smokers,-0.006607954531078636
new_cases_smoothed,total_tests_per_thousand,-0.006373231735455395
total_tests_per_thousand,new_cases_smoothed,-0.006373231735455395
tests_per_case,new_tests_per_thousand,-0.006301071928942367
new_tests_per_thousand,tests_per_case,-0.006301071928942367
new_tests_smoothed,new_deaths_smoothed_per_million,-0.006231301649437108
total_vaccinations,new_deaths,-0.006206748185611622
new_deaths,total_vaccinations,-0.006206748185611622
total_cases_per_million,new_deaths_smoothed_per_million,-0.006199588567733392
new_tests_per_thousand,new_cases,-0.006026835345112163
new_cases,new_tests_per_thousand,-0.006026835345112163
positive_rate,new_cases,-0.005986293323769711
new_cases,positive_rate,-0.005986293323769711
aged_70_older,population_density,-0.005831185916183372
population_density,aged_70_older,-0.005831185916183372
tests_per_case,new_tests,-0.005801753048061844
new_tests,tests_per_case,-0.005801753048061844
tests_per_case,total_deaths,-0.005760697115435389
total_deaths,tests_per_case,-0.005760697115435389
tests_per_case,total_cases,-0.0055953560217819175
total_cases,tests_per_case,-0.0055953560217819175
new_people_vaccinated_smoothed_per_hundred,total_tests,-0.005501935558765908
total_tests,new_people_vaccinated_smoothed_per_hundred,-0.005501935558765908
total_deaths_per_million,new_vaccinations_smoothed_per_million,-0.005047899797438449
new_vaccinations_smoothed_per_million,total_deaths_per_million,-0.005047899797438449
cardiovasc_death_rate,weekly_icu_admissions_per_million,-0.00504500630654851
weekly_icu_admissions_per_million,cardiovasc_death_rate,-0.00504500630654851
hosp_patients,tests_per_case,-0.004812474597196135
tests_per_case,hosp_patients,-0.004812474597196135
total_tests,new_deaths_per_million,-0.00480076129737624
new_deaths_per_million,total_tests,-0.00480076129737624
female_smokers,new_tests_smoothed,-0.004738173440305298
new_tests_smoothed,female_smokers,-0.004738173440305298
tests_per_case,weekly_icu_admissions_per_million,-0.004676396771186024
weekly_icu_admissions_per_million,tests_per_case,-0.004676396771186024
excess_mortality_cumulative_absolute,new_tests_per_thousand,-0.004666172074976686
new_tests_per_thousand,excess_mortality_cumulative_absolute,-0.004666172074976686
total_deaths,weekly_icu_admissions,-0.0046589475841077276
weekly_icu_admissions,total_deaths,-0.0046589475841077276
icu_patients_per_million,total_deaths,-0.004306356323104742
total_deaths,icu_patients_per_million,-0.004306356323104742
new_cases_smoothed_per_million,male_smokers,-0.00420193421213854
male_smokers,new_cases_smoothed_per_million,-0.00420193421213854
excess_mortality,new_cases_smoothed,-0.003959637467742334
new_cases_smoothed,excess_mortality,-0.003959637467742334
new_cases,gdp_per_capita,-0.003897054971236945
gdp_per_capita,new_cases,-0.003897054971236945
new_deaths_per_million,tests_per_case,-0.003859864228561819
tests_per_case,new_deaths_per_million,-0.003859864228561819
excess_mortality_cumulative_absolute,new_cases_smoothed_per_million,-0.0037726242086732827
new_cases_smoothed_per_million,excess_mortality_cumulative_absolute,-0.0037726242086732827
new_cases_per_million,human_development_index,-0.0037378425617799306
human_development_index,new_cases_per_million,-0.0037378425617799306
new_vaccinations_smoothed,total_vaccinations_per_hundred,-0.003679375300834776
total_vaccinations_per_hundred,new_vaccinations_smoothed,-0.003679375300834776
new_cases_per_million,diabetes_prevalence,-0.003610420272451851
diabetes_prevalence,new_cases_per_million,-0.003610420272451851
weekly_icu_admissions,tests_per_case,-0.003604915504799816
tests_per_case,weekly_icu_admissions,-0.003604915504799816
weekly_hosp_admissions,tests_per_case,-0.003545019171954637
tests_per_case,weekly_hosp_admissions,-0.003545019171954637
icu_patients,tests_per_case,-0.003526553835040239
tests_per_case,icu_patients,-0.003526553835040239
excess_mortality_cumulative_absolute,new_people_vaccinated_smoothed_per_hundred,-0.00349243215136356
new_people_vaccinated_smoothed_per_hundred,excess_mortality_cumulative_absolute,-0.00349243215136356
people_vaccinated,new_deaths,-0.0034354156381491124
new_deaths,people_vaccinated,-0.0034354156381491124
new_deaths,new_tests_smoothed_per_thousand,-0.003424806576840489
new_tests_smoothed_per_thousand,new_deaths,-0.003424806576840489
new_deaths_per_million,total_cases,-0.0033363448739061855
total_cases,new_deaths_per_million,-0.0033363448739061855
weekly_icu_admissions_per_million,new_deaths,-0.003158406313819241
new_deaths,weekly_icu_admissions_per_million,-0.003158406313819241
new_people_vaccinated_smoothed,new_cases_smoothed_per_million,-0.0031006600052541525
new_cases_smoothed_per_million,new_people_vaccinated_smoothed,-0.0031006600052541525
aged_65_older,total_boosters,-0.0030543316773776097
total_boosters,aged_65_older,-0.0030543316773776097
new_cases_per_million,tests_per_case,-0.00290109476373169
tests_per_case,new_cases_per_million,-0.00290109476373169
total_tests,weekly_icu_admissions_per_million,-0.0028374826913522755
weekly_icu_admissions_per_million,total_tests,-0.0028374826913522755
new_people_vaccinated_smoothed_per_hundred,human_development_index,-0.0026707086744030286
human_development_index,new_people_vaccinated_smoothed_per_hundred,-0.0026707086744030286
new_people_vaccinated_smoothed,handwashing_facilities,-0.0026579653469421
handwashing_facilities,new_people_vaccinated_smoothed,-0.0026579653469421
population_density,new_deaths_smoothed_per_million,-0.0025374412156129516
new_vaccinations_smoothed,people_fully_vaccinated_per_hundred,-0.0025349330265004486
people_fully_vaccinated_per_hundred,new_vaccinations_smoothed,-0.0025349330265004486
total_tests_per_thousand,new_cases,-0.0024658703103355166
new_cases,total_tests_per_thousand,-0.0024658703103355166
new_cases_smoothed_per_million,total_tests,-0.002419374291317587
total_tests,new_cases_smoothed_per_million,-0.002419374291317587
total_vaccinations_per_hundred,weekly_icu_admissions_per_million,-0.002323307692187094
weekly_icu_admissions_per_million,total_vaccinations_per_hundred,-0.002323307692187094
new_deaths_per_million,new_tests_smoothed,-0.002242179238760631
new_tests_smoothed,new_deaths_per_million,-0.002242179238760631
total_cases_per_million,new_deaths_per_million,-0.002221484480792426
new_deaths_per_million,total_cases_per_million,-0.002221484480792426
total_tests,total_cases_per_million,-0.0020684444757481917
total_cases_per_million,total_tests,-0.0020684444757481917
new_cases_smoothed,total_cases_per_million,-0.002033818075284895
total_cases_per_million,new_cases_smoothed,-0.002033818075284895
total_cases,total_tests_per_thousand,-0.0019347577397864956
total_tests_per_thousand,total_cases,-0.0019347577397864956
people_fully_vaccinated,tests_per_case,-0.0018987854217806309
tests_per_case,people_fully_vaccinated,-0.0018987854217806309
icu_patients,people_vaccinated_per_hundred,-0.001860272887260557
people_vaccinated_per_hundred,icu_patients,-0.001860272887260557
new_vaccinations,new_deaths_per_million,-0.0018048720700887318
new_deaths_per_million,new_vaccinations,-0.0018048720700887318
tests_per_case,new_cases_smoothed,-0.0017505015056387585
new_cases_smoothed,tests_per_case,-0.0017505015056387585
new_tests_per_thousand,total_tests,-0.001687460156157388
total_tests,new_tests_per_thousand,-0.001687460156157388
new_vaccinations_smoothed,new_deaths_smoothed_per_million,-0.0016735503671713127
male_smokers,new_cases_per_million,-0.0015512780040807673
new_cases_per_million,male_smokers,-0.0015512780040807673
excess_mortality_cumulative_absolute,new_cases_per_million,-0.001523386175235804
new_cases_per_million,excess_mortality_cumulative_absolute,-0.001523386175235804
median_age,population_density,-0.0015030879536103146
population_density,median_age,-0.0015030879536103146
excess_mortality,new_cases,-0.0014893507420451547
new_cases,excess_mortality,-0.0014893507420451547
new_vaccinations,new_cases_per_million,-0.0012605270251093508
new_cases_per_million,new_vaccinations,-0.0012605270251093508
new_cases_per_million,new_people_vaccinated_smoothed,-0.0010619987209865424
new_people_vaccinated_smoothed,new_cases_per_million,-0.0010619987209865424
new_vaccinations,diabetes_prevalence,-0.0009830909603005707
diabetes_prevalence,new_vaccinations,-0.0009830909603005707
new_cases_per_million,total_tests,-0.0009257582259541974
total_tests,new_cases_per_million,-0.0009257582259541974
new_deaths_per_million,population_density,-0.0009234291087480051
population_density,new_deaths_per_million,-0.0009234291087480051
total_tests,excess_mortality_cumulative_per_million,-0.0008430326659061855
excess_mortality_cumulative_per_million,total_tests,-0.0008430326659061855
human_development_index,new_vaccinations_smoothed_per_million,-0.0008324086961203755
new_vaccinations_smoothed_per_million,human_development_index,-0.0008324086961203755
total_cases_per_million,new_cases,-0.0007715630518492418
new_cases,total_cases_per_million,-0.0007715630518492418
tests_per_case,new_deaths_smoothed,-0.0007704940884880226
new_deaths_smoothed,tests_per_case,-0.0007704940884880226
new_cases,tests_per_case,-0.000657925004723126
tests_per_case,new_cases,-0.000657925004723126
new_vaccinations_smoothed,new_deaths_per_million,-0.000611760258692483
new_deaths_per_million,new_vaccinations_smoothed,-0.000611760258692483
handwashing_facilities,new_vaccinations_smoothed,-0.00029990237196656335
new_vaccinations_smoothed,handwashing_facilities,-0.00029990237196656335
new_deaths,tests_per_case,-0.00027227747674311804
tests_per_case,new_deaths,-0.00027227747674311804
human_development_index,total_cases_per_million,-0.00026638950750141737
total_cases_per_million,human_development_index,-0.00026638950750141737
handwashing_facilities,people_fully_vaccinated_per_hundred,2.572699540550743e-05
people_fully_vaccinated_per_hundred,handwashing_facilities,2.572699540550743e-05
hosp_patients,diabetes_prevalence,2.6852414609316507e-05
diabetes_prevalence,hosp_patients,2.6852414609316507e-05
new_cases,weekly_icu_admissions_per_million,5.98220828553345e-05
weekly_icu_admissions_per_million,new_cases,5.98220828553345e-05
population_density,tests_per_case,7.744027041997452e-05
tests_per_case,population_density,7.744027041997452e-05
weekly_icu_admissions_per_million,new_cases_smoothed,0.00020321465549938636
new_cases_smoothed,weekly_icu_admissions_per_million,0.00020321465549938636
new_deaths,excess_mortality,0.0006615373043324716
excess_mortality,new_deaths,0.0006615373043324716
new_vaccinations_smoothed,hosp_patients,0.0006677047695790099
hosp_patients,new_vaccinations_smoothed,0.0006677047695790099
new_tests_smoothed,new_cases_per_million,0.0006737827966382257
new_cases_per_million,new_tests_smoothed,0.0006737827966382257
new_people_vaccinated_smoothed,hosp_patients,0.0009375711863079081
hosp_patients,new_people_vaccinated_smoothed,0.0009375711863079081
diabetes_prevalence,new_deaths_per_million,0.0010603136005449647
new_deaths_per_million,diabetes_prevalence,0.0010603136005449647
new_deaths,total_tests,0.0011358939684194343
total_tests,new_deaths,0.0011358939684194343
new_vaccinations_smoothed,new_cases_per_million,0.0012358737088868194
new_cases_per_million,new_vaccinations_smoothed,0.0012358737088868194
new_tests_smoothed,total_deaths,0.0013733950216140965
total_deaths,new_tests_smoothed,0.0013733950216140965
new_deaths_per_million,total_tests_per_thousand,0.0013780976141158623
total_tests_per_thousand,new_deaths_per_million,0.0013780976141158623
new_deaths_smoothed,excess_mortality,0.0013937590153113991
excess_mortality,new_deaths_smoothed,0.0013937590153113991
new_vaccinations_smoothed_per_million,total_tests_per_thousand,0.0014229460197595298
total_tests_per_thousand,new_vaccinations_smoothed_per_million,0.0014229460197595298
new_tests_smoothed,new_cases_smoothed_per_million,0.0015536550924643141
new_cases_smoothed_per_million,new_tests_smoothed,0.0015536550924643141
extreme_poverty,human_development_index,0.0016799000660556692
human_development_index,extreme_poverty,0.0016799000660556692
total_cases,new_cases_per_million,0.0017250396941050953
new_cases_per_million,total_cases,0.0017250396941050953
new_tests_smoothed,weekly_icu_admissions_per_million,0.001884707541117084
weekly_icu_admissions_per_million,new_tests_smoothed,0.001884707541117084
total_cases,weekly_icu_admissions,0.0019213554047470432
weekly_icu_admissions,total_cases,0.0019213554047470432
new_tests_smoothed_per_thousand,new_cases,0.002039110188783983
new_cases,new_tests_smoothed_per_thousand,0.002039110188783983
new_people_vaccinated_smoothed,new_deaths_per_million,0.0022123625507354684
new_deaths_per_million,new_people_vaccinated_smoothed,0.0022123625507354684
excess_mortality_cumulative_absolute,weekly_icu_admissions_per_million,0.002221831922516086
weekly_icu_admissions_per_million,excess_mortality_cumulative_absolute,0.002221831922516086
new_cases_per_million,total_deaths,0.002396473781198821
total_deaths,new_cases_per_million,0.002396473781198821
